Question,Answer1,Answer2,Answer3,Answer4,Correct Answer
一項比率欲於財務分析時具有意義，則：,此比率必須大於2年,此比率必可與某些基年之比率比較,用以計算比率之二數額皆必須以金額表示,用以計算比率之二數額必須具備邏輯上之關係,4
乙公司目前股價是60元，已知該公司今年每股可賺4元，試求該公司目前本益比倍數是多少？,2,10,15,20,3
乙公司因召開股東常會辦理停止過戶，依現行規定，於停止過戶前須停止融券賣出幾日？,3,4,5,6,2
二人以上股東或政府、法人股東一人所組織，全部資本分為股份；股東就其所認股份，對公司負其責任之公司，上述公司為公司法所規定之何種公司?,股份有限公司,無限公司,有限公司,兩合公司,1
二股票構成的投資組合風險可分散的程度取決於組成股票之：,變異數,標準差,共變異數,股價下跌機率,3
八把劍為知名網路小說作家，某日跨刀撰寫財經書籍，則書籍內對於公開資訊觀測站之敘述何者為真?,可預測明日上市公司之收盤股價,由臺灣證券交易所負責輸入所有公告,可接收YAHOO即時新聞,係免費提供投資人使用,4
三大法人買賣金額並無何種統計表？(提示：可利用證交所網頁查詢),日報表,月報表,週報表,季報表,4
三大法人買賣金額並無何種統計表？(提示：可利用證交所網頁查詢),日報表,季報表,月報表,週報表,2
三水公司發給員工獎金是以淨利為基礎，則當物價上漲時，採用何種存貨成本流程會發放較多的獎金？,個別認定法,先進先出法,先進後出法,平均法,2
"三民公司購買設備，成本$1,000,000，估計可用10年，殘值$50,000。若採用雙倍餘額遞減法（DoubleDecliningBalance）提列折舊，則使用第2年之折舊費用若干？",50000,80000,82000,160000,4
上月底東竹科技在海外發行全球存託憑證（GDR），預期這將可以：,提高其自有資本比率,提高其年度銷貨毛額,提高其年度銷貨毛利,提高其本益比,1
上月底東里科技在海外發行可轉換公司債（ECB）以籌措資金興建廠房，這對東里科技的財務比率將有何影響？,降低其自有資本比率,提高營業毛利率,提高不動產、廠房及設備週轉率,提高其本益比,1
上市(櫃)公司股票發行人依規定申請現金發行新股時，原則上係於金融監督管理委員會受理申報書之日起屆滿多少營業日始生效力？,15個,12個,10個,7個,2
上市(櫃)公司股票發行人依規定申請現金發行新股時，原則上係於金融監督管理委員會受理申報書之日起屆滿多少營業日始生效力？,十五個,十二個,十個,七個,2
上市(櫃)公司現金增資計畫有重大變更時，其資訊應輸入下列那一個系統？,現金增資或發行公司債重大變更揭示系統,發行人募集與發行有價證券資訊系統,內部稽核作業媒體申報系統,公開資訊觀測站,4
上市(櫃)公司現金增資計畫有重大變更時，其資訊應輸入下列哪一個系統？,現金增資或發行公司債重大變更揭示系統,發行人募集與發行有價證券資訊系統,內部稽核作業媒體申報系統,公開資訊觀測站,4
上市、上櫃公司每年應編製何種文件於股東常會分送股東？,公開說明書,財產目錄,股東名冊,年報,4
上市、上櫃公司應於每月幾日以前，公告並申報上月份營運情形？,十五日,七日,二日,十日,4
上市X股票被調降融資比率2成，請問投資人想買100萬X股票，最少要交多少融資自備款？,80萬,60萬,40萬,20萬,2
上市上櫃之公司，應於每會計年度第二季終了後多久內，公告並申報經會計師核閱之季財務報告？,20日,30日,45日,60日,3
上市上櫃之公司，應於每會計年度第第二季終了後多久內，公告並申報經會計師核閱之季財務報告？,二十日,三十日,四十五日,六十日,3
上市上櫃公司宜考慮營運對生態效益之影響，促進及宣導永續消費之概念，並依哪個原則從事研發、採購、生產、作業及服務等營運活動，以降低公司營運對自然環境及人類之衝擊?,使用一次性產品,減少廢棄物排放,降低產品耐用度,使用不可再製產品,2
上市上櫃公司宜對其產品與服務提供消費者何種保護措施?,消費者申訴可以不用處理,消費者的個資可以隨意置放,提供透明且有效之消費者申訴程序,消費者的隱私恣意公開,3
上市上櫃公司治理實務守則第10條之1規定，上市上櫃公司宜於股東常會報告董事領取之酬金，包含哪些內容？,酬金政策,個別酬金之內容、數額,與績效評估結果之關聯性,其他3個選項皆是,4
上市上櫃公司對於永續發展之實踐，宜遵循的原則，何者為非?,落實公司治理,維護社會公益,發展永續環境,加強企業財務資訊揭露,4
上市公司、第二上市公司違反對上市公司重大訊息查證暨公開處理程序規定，被處以違約金之情形，應於證券集中交易市場何處揭示公告之？,金管會網站,證交所網站,證券暨期貨市場發展基金會網站,公開資訊觀測站,4
上市公司之內部控制制度係由何者所設計，並經何單位通過？,由內部稽核單位設計、經董事會通過,由經理人設計、經董事會通過,由總經理設計、經董事長核決通過,由簽證會計師設計、經董事長核決通過,2
上市公司之董事、監察人、經理人或持有公司股份超過股份總額百分之十之股東，其股票之轉讓方式，下列敘述何者錯誤？,自申報主管機關生效日後，向非特定人為之,自向主管機關申報之日起三日後，於證券集中交易市場賣出,於向主管機關申報之日起三日內，向符合主管機關所定條件之特定人為之,"每一交易日轉讓股數未超過100,000股者，免予申報",4
上市公司之董事如欲經由集中交易市場轉讓其持股，若每一交易日轉讓股數未超過多少股，得免予申報？,一萬股,十萬股,二十萬股,一百萬股,1
上市公司內部人買通媒體記者，在大眾傳播媒體散布不實的利多消息，藉以拉抬公司股價，可能涉有？,內線交易之嫌,操縱股價之嫌,違約之嫌,其他3個選項皆非,2
上市公司公告申報之財務報告，應經下列那些人員簽名或蓋章，並出具財務報告內容無虛偽或隱匿之聲明。,董事長、財務主管及會計主管,董事長、總經理及審計委員會,董事長、總經理及財務主管,董事長、總經理及會計主管,4
上市公司有何種情事，證交所應依「證券交易法」停止該公司上市之有價證券買賣，並報請主管機關備查？,違反申請上市時出具之承諾,檢送之書表或資料，發現涉有不實之記載,財務報告未依一般公認會計原則編製,其他3個選項皆是,4
上市公司自願公開每月自結損益資訊者，應於當月結束後多久前申報?,10日,15日,20日,次月底,4
上市公司至遲應於何時公告法說會日期、時間、地點等相關資訊？,召開日（或參加日）當日公告,召開日（或參加日）前一日公告,召開日（或參加日）次一日公告,不用公告,2
上市公司每次暫停交易以多久為限?,一個營業日以上，三個營業日以下,三個營業日以上，五個營業日以下,五個營業日以上,沒有上下限,1
上市公司每幾年應至少在中華民國境內自辦或受邀參加一次法人說明會，並將說明會資料發布於公開資訊觀測站?,1年,2年,3年,4年,1
上市公司宜提供哪些英文資訊，讓外國投資人作為決策之參考？,英文股東會年報,英文財務報告,英文股東會議事手冊,其他3個選項皆是,4
上市公司所發行之新股認購權利證書，應於增資案經證券主管機關申報生效後幾日內向臺灣證券交易所申請上市，方得上市買賣？,七日內,十日內,十五日內,二十日內,3
上市公司所發行之新股認購權利證書，應於增資案經證券主管機關申報生效後幾日內向證交所申請上市，方得上市買賣？,7日內,10日內,15日內,20日內,3
上市公司於臺灣證券交易所終止上市時，可向櫃買中心申請股票為何種股票？,標的股票,庫藏股票,特別股票,管理股票,4
上市公司於臺灣證券交易所終止上市時，可向櫃檯買賣中心申請股票為何種股票？,標的股票,庫藏股票,特別股票,管理股票,4
上市公司的年度財務報告有幾位會計師出具查核報告?,1位,2位,3位,沒有明文規定。,2
上市公司的年度財務報告應於每會計年度終了後多久期限內內公告申報?,1個月,2個月,3個月,4個月,3
上市公司的客戶，因為職務之便實際知悉公司即將調降財測，而在市場周知之前賣出股票，如此可能構成以下何種行為？,內線交易,操縱股價,背信行為,散布不實流言,1
上市公司股東向公司辦理股票事務，若以書面為之者，依法應如何辦理？,出示股東名簿,出示股東證明,簽名於文件,簽名或加蓋留存印鑑,4
上市公司股東向公司辦理股票事務，若以書面為之者，依法應如何辦理?,出示股東名簿,出示股東證明,簽名於文件,簽名或加蓋留存印鑑,4
上市公司股東向公司辦理股票事務，若以書面為之者，依法應如何辦理？,出示股東名簿,出示股東證明,簽名於文件,簽名或加蓋留存印鑑,4
上市公司持股超過百分之十之大股東，得於申報之日起幾日後，依主管機關所定持有期間及每一交易日得轉讓數量比例在集中市場轉讓持股？,2日,3日,4日,5日,2
上市公司持股超過百分之十之大股東，得於申報之日起幾日後，依主管機關所定持有期間及每一交易日得轉讓數量比例在集中市場轉讓持股？,二日,三日,四日,五日,2
上市公司訂定「印鑑使用之管理」之內部控制制度，下列敘述何者為是？,公司大小章應由不同人員分別保管,公司印鑑與空白支票應由不同人員分別保管,公司大小章之保管人間應避免有親屬關係,其他3個選項皆是,4
上市公司配發現金股利，於8月10日(一)至8月14日(五)停止股票過戶，其除權除息交易日？,8月6日(四),8月7日(五),8月10日(一),8月14日(五),1
上市公司得經股東會同意後進行有價證券之私募，惟應募人總數依法不得超過幾人？,10人,35人,50人,99人,2
上市公司設置內部稽核單位，應隸屬於下列何者？,董事會,獨立董事,審計委員會,總經理,1
